date,frgn_net,inst_net,indiv_net
2015-06-01,248735000,-37871580000,39136599000
2015-06-02,31083646000,-15013680000,-13840051000
2015-06-03,-13910919000,-35278978000,49343839000
2015-06-04,156427539000,-40574941000,-113393864000
2015-06-05,6676609000,20116680000,-30644383000
2015-06-08,-48063240000,30969816000,16324417000
2015-06-09,-83896290000,1495835000,82264360000
2015-06-10,-78848723000,25240746000,53920801000
2015-06-11,-39878916000,-24421761000,63329193000
2015-06-12,43256787000,-14167031000,-29538884000
2015-06-15,31862951000,-18696326000,-12882523000
2015-06-16,-48818941000,31026413000,18974901000
2015-06-17,16102047000,-17256248000,4506238000
2015-06-18,-21760384000,38387393000,-16255932000
2015-06-19,-45750740000,52691616000,-8233926000
2015-06-22,31138559000,-9750725000,-21524864000
2015-06-23,100630289000,-19966698000,-78983873000
2015-06-24,36991762000,-49039120000,12035035000
2015-06-25,5572085000,-47969798000,41765886000
2015-06-26,61450990000,-52865943000,-9365076000
2015-06-29,5624276000,675210000,-5578453000
2015-06-30,-135481000,-12668384000,12811580000
2015-07-01,61030612000,-24366224000,-36546694000
2015-07-02,27661731000,-20459065000,-6548431000
2015-07-03,2513349000,-36492765000,34519439000
2015-07-06,-97462494000,6909174000,89971084000
2015-07-07,-19916954000,15971894000,4843679000
2015-07-08,-18839057000,17044224000,1868420000
2015-07-09,-5406199000,32289391000,-26061601000
2015-07-10,-6520313000,4638386000,-9581000
2015-07-13,-2381826000,14508846000,-12744852000
2015-07-14,-40702087000,-76949707000,116194572000
2015-07-15,3994356000,-3736727000,104951000
2015-07-16,50014705000,24743020000,-73543598000
2015-07-17,58465114000,50324255000,-108770861000
2015-07-20,-1034542000,-4769711000,5422412000
2015-07-21,-40405994000,10645033000,29828350000
2015-07-22,-33920152000,-14323929000,49088122000
2015-07-23,-98651561000,44499153000,52943429000
2015-07-24,-46710719000,7796932000,38895949000
2015-07-27,-7586300000,-2602037000,8206168000
2015-07-28,-17895322000,35541687000,-14807200000
2015-07-29,1449969000,40566016000,-41631474000
2015-07-30,-122431512000,17930924000,104150976000
2015-07-31,-63582370000,-41996503000,106240122000
2015-08-03,-6466235000,-11849881000,18690713000
2015-08-04,-7214656000,-8508396000,16638554000
2015-08-05,-13439443000,-40210871000,53093561000
2015-08-06,-60087655000,-35971770000,95843934000
2015-08-07,81049528000,-52630809000,-28054541000
2015-08-10,30960932000,-12600606000,-17957316000
2015-08-11,70546022000,-37635930000,-33245482000
2015-08-12,-68837617000,74744515000,-6180955000
2015-08-13,-29651704000,2176300000,26948432000
2015-08-17,-87787020000,18416503000,71060379000
2015-08-18,41124237000,4954828000,-46766350000
2015-08-19,155166047000,-83713340000,-71027576000
2015-08-20,-45550268000,14513677000,30785727000
2015-08-21,-155921670000,130945423000,23380048000
2015-08-24,-137990331000,69807716000,66504978000
2015-08-25,-92785483000,-6918453000,99014762000
2015-08-26,-231882656000,116654401000,108131326000
2015-08-27,-137550946000,57552524000,77508751000
2015-08-28,-65071862000,24637341000,40617546000
2015-08-31,16107405000,-3635919000,-12670896000
2015-09-01,51056789000,-47181579000,-7681600000
2015-09-02,17400757000,17759946000,-35164328000
2015-09-03,36778013000,4483037000,-41221786000
2015-09-04,39830339000,3926115000,-44109299000
2015-09-07,-55822420000,50136410000,4426052000
2015-09-08,1021898000,13217832000,-16684795000
2015-09-09,-79068746000,98570830000,-19087281000
2015-09-10,-112962303000,96090225000,16964839000
2015-09-11,-23889928000,-8943802000,33132546000
2015-09-14,-4295863000,9432534000,-4768318000
2015-09-15,-62641930000,62456886000,35053000
2015-09-16,-23104530000,92862075000,-65688395000
2015-09-17,-33828448124,51043807124,-16891506000
2015-09-18,54172503216,4844284784,-58144209000
2015-09-21,-71370904000,4868918000,66921150000
2015-09-22,-88546889600,57580302600,31739636000
2015-09-23,-57301908000,44169259000,13359457000
2015-09-24,-41812938000,30153366000,11170657000
2015-09-25,-80659170000,35492905000,43592524000
2015-09-30,21596378000,-11111863000,-10484114000
2015-10-01,-10122771000,19971529000,-10426522000
2015-10-02,-75211893000,47521679000,27574985000
2015-10-05,-60816342000,35232657000,24822741000
2015-10-06,-27814115000,75955261000,-52134852000
2015-10-07,193233909000,85424772000,-277821685000
2015-10-08,187749371000,-39609008000,-146231394000
2015-10-12,-6239638000,44783488000,-37769093000
2015-10-13,-38874217000,56042327000,-17313968000
2015-10-14,-40170868000,49969784000,-9687871000
2015-10-15,-47870308152,87782707152,-40985769000
2015-10-16,-42046184000,46520222000,-5076524000
2015-10-19,-21202492000,28777784000,-7496212000
2015-10-20,-20135186000,40211429000,-19965898000
2015-10-21,-10864194000,37004511000,-24377077000
2015-10-22,-70835553000,93095095000,-16779460000
2015-10-23,-49790207000,83274045000,-37134287000
2015-10-26,-5030164000,16006805000,-11818453000
2015-10-27,-11687545000,35362256000,-22959877000
2015-10-28,-102278429000,121427559000,-20264409000
2015-10-29,124448959000,-37528483000,-76779997000
2015-10-30,101393674000,-9712495000,-92843945000
2015-11-02,75321250000,-87771233000,-19267156000
2015-11-03,-69384596000,-8610288000,3166759000
2015-11-04,-31356563000,-55150887000,9177293000
2015-11-05,22442455000,-34327343000,-23813680000
2015-11-06,-48573675000,-15929133000,-9082916000
2015-11-09,-14740232000,-32300134000,-27490594000
2015-11-10,-37313690000,-29774355000,-7950911000
2015-11-11,-37604384000,3314883000,-12962654000
2015-11-12,-81226976000,-15062734000,5530435000
2015-11-13,-49615731000,-10532986000,-12648119000
2015-11-16,-65237200000,6306993000,2043051000
2015-11-17,-16168709000,-18960930000,6515283000
2015-11-18,-4015158000,-30276861000,-8215366000
2015-11-19,-83464367000,-2190537000,-1297526000
2015-11-20,-90867501000,4927210000,-2350106000
2015-11-23,-80630858000,14766927000,-3130153000
2015-11-24,-55710913000,35429171000,-15965035000
2015-11-25,-87105586000,27116234000,-9902383000
2015-11-26,-19138125000,5760469000,-41483781000
2015-11-27,-67311117000,-29785063000,-17285446000
2015-11-30,-198115391000,90854761000,34538236000
2015-12-01,9976729000,-14934571000,-29249346000
2015-12-02,-103096094000,-12741766000,2769645000
2015-12-03,-49949099000,-32765161000,12262319000
2015-12-04,-90129475000,-10168214000,30078845000
2015-12-07,-84481277000,2126676000,12932498000
2015-12-08,-39920469000,-13324505000,-5582859000
2015-12-09,-96631527000,33402568000,-6018970000
2015-12-10,-114044484000,49929313000,6182105000
2015-12-11,-88570230000,21715084000,-28300910000
2015-12-14,-125543213000,70901649000,-13680404000
2015-12-15,-99873957000,51460347000,-20887252000
2015-12-16,-56684999000,87942168000,-65567254000
2015-12-17,-84430511000,31253232000,8537497000
2015-12-18,-36371500000,-4896221000,-2454925000
2015-12-21,-45015770000,-10840000,709497000
2015-12-22,-16672361000,2434185000,-30636314000
2015-12-23,-55823667000,64014672000,-50860292000
2015-12-24,-52123684000,69299159000,-59894581000
2015-12-28,-7577674000,14276883000,-50898633000
2015-12-29,-59604764000,-48568569000,43458753000
2015-12-30,3655303000,-55812940000,-1629778000
2016-01-04,-75262575000,-68909380000,105535950000
2016-01-05,-32661285000,-18180240000,13488457000
2016-01-06,-80836636000,-25882233000,67538000000
2016-01-07,-61868862000,-15573915000,39855444000
2016-01-08,-55869734000,18555796000,7415739000
2016-01-11,-78191081000,31351018000,7925010000
2016-01-12,-45628999000,-13244470000,20164778000
2016-01-13,-14859936000,9701448000,4779394000
2016-01-14,-36503729000,18723894000,13985237000
2016-01-15,-10389120000,1497920000,11164192000
2016-01-18,-44719366000,34640831000,10883741000
2016-01-19,53026530000,-23178566000,-28609545000
2016-01-20,-30136072000,9046012000,20666481000
2016-01-21,-63684244000,58875732000,5134052000
2016-01-22,-22591401000,47002737000,-27674820000
2016-01-25,-46811458000,36006896000,10632667000
2016-01-26,-21250939000,2354044000,20624616000
2016-01-27,-30116373000,43912169000,-13612529000
2016-01-28,30923564000,-93306630000,62356266000
2016-01-29,-29782829000,-21049459000,4212452000
2016-02-01,64371025000,-69673424000,-18167443000
2016-02-02,1490613000,-31638611000,-18203020000
2016-02-03,-13247525000,-36383056000,71332000
2016-02-04,-15868611000,333660000,-8633425000
2016-02-05,16262668000,-23610229000,-17347043000
2016-02-11,-80970232000,7752786000,22616082000
2016-02-12,-63509141000,44074252000,-27858469000
2016-02-15,-19168611000,4983857000,-10640525000
2016-02-16,-7799363000,-17861257000,-26781404000
2016-02-17,-22305459000,5221087000,-43460393000
2016-02-18,-72834862000,17985870000,-5087475000
2016-02-19,-18657972000,-33093018000,-8033151000
2016-02-22,-27458026000,-38946511000,6890621000
2016-02-23,-19477473000,-32401340000,-7461450000
2016-02-24,-41629701000,-20123357000,2430996000
2016-02-25,-41516764000,-4625168000,-12391480000
2016-02-26,-13141076000,-48155622000,2903834000
2016-02-29,31748167000,-69414353000,-21471463000
2016-03-02,24562295000,-33469366000,-40622830000
2016-03-03,49632763000,-68309565000,-32027631000
2016-03-04,-1871116000,-29092816000,-19758972000
2016-03-07,4192856000,-34114527000,-21131383000
2016-03-08,-66447824000,-3467048000,19061010000
2016-03-09,-22422370000,-32344649000,4846956000
2016-03-10,140447818000,-111823711000,-77299823000
2016-03-11,22474650000,-17182842000,-58692360000
2016-03-14,-9143774000,16054382000,-34604723000
2016-03-15,-45908782000,4048643000,-12247223000
2016-03-16,-35523030000,14658703000,-6180301000
2016-03-17,49403969000,-40729047000,-34176090000
2016-03-18,51238909000,-78440372000,-3016739000
2016-03-21,-6269506000,-53474011000,1173298000
2016-03-22,-6764694000,-42934379000,-9238374000
2016-03-23,-3475213000,-26103173000,-29568215000
2016-03-24,-4612547000,-16576915000,-37409065000
2016-03-25,-5180042000,-14006626000,-38845269000
2016-03-28,-12483370000,-11205134000,-33795470000
2016-03-29,-23061872000,-14958736000,-21657565000
2016-03-30,-37938142000,19347943000,-42766941000
2016-03-31,-33718938000,-615292000,-24794237000
2016-04-01,-97302167000,37217293000,177506000
2016-04-04,22814485000,-67280507000,-16221501000
2016-04-05,-111696994000,7357699000,43592005000
2016-04-06,44563104000,-102708577000,-2356024000
2016-04-07,32346496000,-119914264000,30005754000
2016-04-08,9067060000,-98993312000,31378364000
2016-04-11,20319115000,-61940624000,-15931588000
2016-04-12,6180850000,-43417873000,-21461997000
2016-04-14,15719125000,6910113000,-83120162000
2016-04-15,-8522306000,18352759000,-8782275000
2016-04-18,19216017000,-13911926000,-5284476000
2016-04-19,-14117940000,10732388000,3134528000
2016-04-20,58521362000,-41181017000,-17131682000
2016-04-21,9604147000,-642409000,-9659854000
2016-04-22,27168951000,-32424042000,7530349000
2016-04-25,36259999000,-37928316000,2311338000
2016-04-26,31565820000,413102000,-33342947000
2016-04-27,-6453184000,14042340000,-10895662000
2016-04-28,-55802111000,-3037374000,58991427000
2016-04-29,23003261000,-91983202000,35766206000
2016-05-02,21662156000,-56514804000,7373873000
2016-05-03,44296797000,-52157864000,-8605471000
2016-05-04,85226180000,-62675345000,-38918578000
2016-05-09,-10400849000,31299638000,-54667925000
2016-05-10,-12398562000,-6197904000,-16083437000
2016-05-11,46078383000,-64714980000,-14632000000
2016-05-12,-10599732000,-32618499000,8922203000
2016-05-13,-56898568000,-27745112000,49809627000
2016-05-16,-58519177000,1071120000,24042599000
2016-05-17,36753255000,-41370218000,-12193035000
2016-05-18,17488387000,-41987138000,-9666388000
2016-05-19,-16023761000,-3567414000,-14662479000
2016-05-20,-31776223000,9612810000,-11788724000
2016-05-23,18663930000,-18329469000,-20433173000
2016-05-24,-19721722000,-17894841000,1530796000
2016-05-25,14643926000,24122980000,-54449609000
2016-05-26,27619453000,4416328000,-54849173000
2016-05-27,-11725570000,-22495484000,-795303000
2016-05-30,34963727000,-68008175000,-2828565000
2016-05-31,-186565308000,133190529000,-16714196000
2016-06-01,77352822000,85661658000,-195510333000
2016-06-02,127223570000,-36826786000,-119785843000
2016-06-03,-16550494000,58373582000,-77521090000
2016-06-07,35891531000,25107178000,-99445808000
2016-06-08,79687814000,-63156625000,-54038853000
2016-06-09,183708792000,-112479612000,-95968316000
2016-06-10,-54148004000,35092399000,-18648483000
2016-06-13,-1539113000,-30701791000,-5700771000
2016-06-14,52924170000,-88892982000,-2987667000
2016-06-15,20249773000,-27915560000,-30180744000
2016-06-16,55322168000,-84760553000,-8865805000
2016-06-17,-6147053000,25773488000,-59035632000
2016-06-20,-23278191000,20466459000,-32946142000
2016-06-21,-26261384000,27974948000,-39171432000
2016-06-22,-53720982000,35111680000,-20498391000
2016-06-23,-93149849000,64763068000,-11316113000
2016-06-24,-115418280000,70675088000,855917000
2016-06-27,-128461400000,114368613000,-24422256000
2016-06-28,-103203282000,55318367000,9494712000
2016-06-29,-16873321000,-24733229000,4543387000
2016-06-30,42568208000,-72170845000,-8603537000
2016-07-01,65616999000,3629475000,-108631544000
2016-07-04,-50687344000,19520907000,-8595605000
2016-07-05,-17281434000,-9930693000,-19462754000
2016-07-06,-128646424000,50748275000,37391488000
2016-07-07,81830934000,-76757608000,-39264357000
2016-07-08,84169759000,-63763846000,-57429141000
2016-07-11,10242945000,63340447000,-110333237000
2016-07-12,-277230000,-7996525000,-32362049000
2016-07-13,108589978000,-111801301000,3425178000
2016-07-14,152567208000,-83508384000,-68077223000
2016-07-15,103316138000,-16513597000,-86164075000
2016-07-18,83126252000,-38687242000,-41963388000
2016-07-19,152085149000,-136363758000,-15502341000
2016-07-20,60930142000,-39969385000,-20879054000
2016-07-21,-13924785000,27073763000,-13086856000
2016-07-22,-71130720000,71679467000,-245622000
2016-07-25,-1871593000,-1291162000,6375652000
2016-07-26,6533504000,7632843000,-14508216000
2016-07-27,10018768000,-9879483000,7167000
2016-07-28,19007434000,-40161558000,21166319000
2016-07-29,80011672000,-51254602000,-43990771000
2016-08-01,17035557000,-17710883000,-16188030000
2016-08-02,-20568139000,-24983542000,17268393000
2016-08-03,-29912470000,-14854257000,13555266000
2016-08-04,-19243817000,-18757050000,13047894000
2016-08-05,-646278000,6959121000,-22569106000
2016-08-08,-57318612000,26747702000,-583330000
2016-08-09,-43953826000,23568432000,-11081928000
2016-08-10,-68132849000,13006057000,28589232000
2016-08-11,-79858514000,53158272000,-4564339000
2016-08-12,-83117796000,51188505000,1923288000
2016-08-16,-46153630000,48942946000,-21965376000
2016-08-17,-53818152000,24534805000,-3416494000
2016-08-18,71442628000,8171415000,-87176640000
2016-08-19,-33839631000,-55753250000,2366006000
2016-08-22,-133405301000,24759894000,7532681000
2016-08-23,-49471482000,-64328345000,9442961000
2016-08-24,-153058241000,26660287000,14955112000
2016-08-25,-179179284000,104571001000,9407497000
2016-08-26,-110275593000,89376742000,20317149000
2016-08-29,7426468000,5845197000,-13719915000
2016-08-30,-41910550000,58895610000,-16724089000
2016-08-31,-77036427000,77295249000,-1055080000
2016-09-01,-125553310000,64621193000,60341456000
2016-09-02,43966244000,-34159661000,-9605189000
2016-09-05,38169602000,-21437003000,-16767888000
2016-09-06,56455524000,-52141969000,-6494572000
2016-09-07,-26042537000,29560958000,-5745159000
2016-09-08,51869394000,-42184992000,-9015019000
2016-09-09,-76444366000,-5350885000,80537707000
2016-09-12,-30287370000,-70506161000,97242562000
2016-09-13,171461697000,-192097033000,-78754812000
2016-09-19,11403234000,-105188288000,-7916168000
2016-09-20,57318093000,-151557649000,-8248978000
2016-09-21,-1267711000,-99163781000,-11427407000
2016-09-22,-14449362000,-57764645000,-43345394000
2016-09-23,-139622065000,16831576000,9785154000
2016-09-26,-46491005000,-73129242000,4990206000
2016-09-27,-52948875000,50710151000,2003536000
2016-09-28,-6696836000,5816992000,1210665000
2016-09-29,23167542000,1814733000,-25894373000
2016-09-30,-28779041000,28227265000,-841153000
2016-10-04,-1988965000,4883559000,-2445053000
2016-10-05,-19360304000,17279314000,2125975000
2016-10-06,8626158000,58876647000,-68642990000
2016-10-07,78484620000,-54302136000,-10530765000
2016-10-10,-26361847000,50140930000,-23202532000
2016-10-11,-315292363000,195420664000,114820198000
2016-10-12,-448176685000,321212996000,117864504000
2016-10-13,122084107000,-114379952000,-7949084000
2016-10-14,29188904000,-14747650000,-14352220000
2016-10-17,77825087000,-58404799000,-17808308000
2016-10-18,-17735473000,17758235000,-507790000
2016-10-19,130681420000,-49547037000,-74676472000
2016-10-20,43830875000,7933712000,-48479258000
2016-10-21,-53977306000,53317090000,-33599000
2016-10-24,-10302400000,51699443000,-41487984000
2016-10-25,-5004893000,50273371000,-45134377000
2016-10-26,-51323512000,38518730000,10618904000
2016-10-27,-19000189000,44491122000,-25444918000
2016-10-28,81918329000,-16430879000,-66376648000
2016-10-31,40928528000,35142417000,-74263366000
2016-11-01,43294282000,47201554000,-86827346000
2016-11-02,-27235417000,53133831000,-25224016000
2016-11-03,-83031804000,73472728000,11220758000
2016-11-04,-12341287000,17979100000,-5386824000
2016-11-07,-20013096000,43276008000,-25875020000
2016-11-08,19173041000,-12865232000,-6161809000
2016-11-09,-106083558000,100887286000,5203220000
2016-11-10,-18016233000,69904466000,-50856186000
2016-11-11,-159008730000,105783170000,54388496000
2016-11-14,-182703902000,107706338000,76889431000
2016-11-15,-113467172000,26321719000,85241910000
2016-11-16,-1386365000,-28427830000,28907598000
2016-11-17,36329047000,-36209965000,811132000
2016-11-18,55148293000,-36367868000,-20025210000
2016-11-21,19923741000,6683657000,-26095758000
2016-11-22,67300111000,13091484000,-79884309000
2016-11-23,55522064000,1105896000,-58156981000
2016-11-24,-36115221000,53987661000,-15687633000
2016-11-25,-7155520000,11062431000,-4633649000
2016-11-28,89209769000,-54895894000,-34303448000
2016-11-29,193119297000,-140373323000,-52409591000
2016-11-30,210476824000,-106902573000,-97058870000
2016-12-01,49167200000,-49516758000,707921000
2016-12-02,-10293852000,2391775000,5396865000
2016-12-05,-3265639000,-4224182000,7373019000
2016-12-06,-15930937000,62037403000,-33738955000
2016-12-07,80760609000,-65916971000,-12912709000
2016-12-08,-134686355000,164155574000,-28159728000
2016-12-09,-12887217000,3296971000,11111504000
2016-12-12,-10968124000,-10483281000,22188795000
2016-12-13,34963185000,-32883713000,-595111000
2016-12-14,38385783000,-29884473000,-7965704000
2016-12-15,-37629313000,25201865000,11977621000
2016-12-16,73842059000,-24453808000,-47460783000
2016-12-19,1858614000,-6494362000,4868157000
2016-12-20,6094801000,7200356000,-15311180000
2016-12-21,-13416810000,5912068000,9124740000
2016-12-22,-8694234000,17422804000,-7915977000
2016-12-23,-64688233000,54414538000,9565503000
2016-12-26,26074990000,36246583000,-60773441000
2016-12-27,-2851384000,51086346000,-50283444000
2016-12-28,54009776000,-111359052000,57088510000
2016-12-29,48861422000,-86473752000,36748622000
2017-01-02,1501174000,-23880839000,21361334000
2017-01-03,30083615000,-49843598000,18965469000
2017-01-04,1557242000,-50598412000,47563375000
2017-01-05,-78181977000,2196262000,71605525000
2017-01-06,43122195000,-32016530000,-10814840000
2017-01-09,161323358000,-132140151000,-31553717000
2017-01-10,18280055000,-25098090000,6230230000
2017-01-11,18616605000,4778296000,-22483446000
2017-01-12,-43276389000,54363180000,-11875601000
2017-01-13,-182902027000,110235766000,76128846000
2017-01-16,-196677370000,103411245000,87135002000
2017-01-17,-26740720000,30464325000,-1509804000
2017-01-18,-44838389000,30116767000,14921840000
2017-01-19,17459639000,-77457574000,58041471000
2017-01-20,-66591208000,42334137000,24361989000
2017-01-23,15522523000,1124592000,-15556034000
2017-01-24,-42426831000,47216550000,-4579020000
2017-01-25,77875176000,-64715893000,-50410394000
2017-01-26,37030256000,-66965045000,-8821708000
2017-01-31,-91794602000,32275965000,17201546000
2017-02-01,-55909844000,-7417918000,26862056000
2017-02-02,-1217798000,-39585624000,2017594000
2017-02-03,-23981962000,-13465374000,-1572247000
2017-02-06,-35132440000,-2917712000,-2733418000
2017-02-07,-93372049000,26184026000,26070866000
2017-02-08,-130460682000,51517547000,39282362000
2017-02-09,-15739991000,-47699115000,23856407000
2017-02-10,-46747630000,14124562000,-6405459000
2017-02-13,-70829165000,35024409000,-4933696000
2017-02-14,-72473250000,32557746000,37555108000
2017-02-15,-20701785000,-33381207000,13777749000
2017-02-16,63585094000,-78636549000,-22757208000
2017-02-17,-34366246000,20751883000,-19878894000
2017-02-20,46708936000,-62599174000,-22175412000
2017-02-21,-18689665000,23455720000,-44375933000
2017-02-22,57131472000,-86111333000,-10011231000
2017-02-23,-30652083000,-8962681000,1034737000
2017-02-24,-89106255000,8850209000,39756936000
2017-02-27,-102315722000,57454167000,7984726000
2017-02-28,3548046000,-41618394000,-1107651000
2017-03-02,319776334000,-228189498000,-128912077000
2017-03-03,9987041000,-31332155000,-16676902000
2017-03-06,145230830000,-105965291000,-79421115000
2017-03-07,-39228613000,21837038000,-23537920000
2017-03-08,67881776000,-110561557000,1150179000
2017-03-09,108382302000,-148005163000,-472899000
2017-03-10,-9051678000,-54049088000,22371358000
2017-03-13,7645669000,-35168817000,-13897032000
2017-03-14,54839491000,-89684016000,-8136235000
2017-03-15,-93623710000,15279068000,35791319000
2017-03-16,-58425319000,12256623000,3222043000
2017-03-17,-32602667000,-24550427000,13274664000
2017-03-20,-125963983000,45248901000,37631312000
2017-03-21,15849003000,-57986623000,-1597027000
2017-03-22,-136066408000,51133099000,41575708000
2017-03-23,-99949257000,-13897418000,66933746000
2017-03-24,-102292034000,30845646000,30049706000
2017-03-27,-58351506000,-7064856000,22490718000
2017-03-28,-35913645000,-22111595000,14666511000
2017-03-29,-74030988000,15015072000,16229079000
2017-03-30,-2873948000,-57546433000,15382362000
2017-03-31,-101258750000,-1262664000,58948519000
2017-04-03,-77701133000,28690374000,7627330000
2017-04-04,32893997000,-39568498000,-37327303000
2017-04-05,-19039747000,-26074986000,5412529000
2017-04-06,-40480588000,-30233563000,27583294000
2017-04-07,-81013489000,1952913000,36427202000
2017-04-10,-23432988000,7907970000,-26346242000
2017-04-11,-47306840000,53364501000,-6357723000
2017-04-12,33417092000,-15424476000,-17024850000
2017-04-13,-20723426000,79313601000,-58294431000
2017-04-14,-25627462000,5660787000,19183282000
2017-04-17,-85756142000,23010301000,59833713000
2017-04-18,-3789867000,-14600518000,17734293000
2017-04-19,-99750195000,37740278000,61249143000
2017-04-20,-249874723000,118273450000,134800197000
2017-04-21,14095865000,-2979231000,-10793520000
2017-04-24,2146669000,14298143000,-19148769000
2017-04-25,295717134000,-146630000000,-144322562000
2017-04-26,-46183884000,61594074000,-15983906000
2017-04-27,57534610000,6498730000,-60857133000
2017-04-28,106210746000,-154915769000,8039968000
2017-05-02,-52914372000,-29871205000,44679310000
2017-05-04,93979243000,-160778362000,29207224000
2017-05-08,87342997000,-101803821000,-26683223000
2017-05-10,-238005329000,111165539000,87956784000
2017-05-11,-219175067000,120174360000,59750845000
2017-05-12,12896059000,-25233618000,-24004109000
2017-05-15,16991813000,-23857631000,-29872838000
2017-05-16,-27367994000,-7120171000,-3417944000
2017-05-17,7895273000,-68956907000,21996559000
2017-05-18,12393231000,-88513436000,37093103000
2017-05-19,-162385077000,-117057507000,229317915000
2017-05-22,117051492000,-266188750000,94469730000
2017-05-23,-75020980000,11621412000,23893818000
2017-05-24,-4787081000,-65174157000,29760825000
2017-05-25,69989616000,-59297041000,-43720917000
2017-05-26,32594573000,-36557338000,-37060875000
2017-05-29,-29073838000,-40647202000,31203026000
2017-05-30,-41551298000,-159793612000,161643258000
2017-05-31,-186857190000,81132996000,70226913000
2017-06-01,5837972000,-61398797000,14757875000
2017-06-02,233873364000,-106525208000,-162523565000
2017-06-05,88931693000,-82318364000,-46268338000
2017-06-07,-33758153000,-46115075000,37580830000
2017-06-08,-25949219000,-70327086000,61010632000
2017-06-09,94973169000,3572849000,-138601076000
2017-06-12,-8128392000,-128298039000,94532514000
2017-06-13,-103405978000,43529104000,31896170000
2017-06-14,16566441000,-42553974000,-8642448000
2017-06-15,116327745000,-130820540000,-21244339000
2017-06-16,-108140492000,92906269000,-22363712000
2017-06-19,122343513000,-14693227000,-138222211000
2017-06-20,317420383000,-186474442000,-163502943000
2017-06-21,-33745676000,-41196648000,34566408000
2017-06-22,-15936745000,-23930933000,1206264000
2017-06-23,-95752843000,6183882000,46968132000
2017-06-26,-4265354000,-29696919000,-6729785000
2017-06-27,16897449000,-94839924000,38367610000
2017-06-28,-88936471000,238603000,43325230000
2017-06-29,-10653314000,-9973638000,-23875868000
2017-06-30,-19387634000,-84140582000,64271865000
2017-07-03,-38693056000,-50449198000,48903988000
2017-07-04,-130878099000,32648482000,54693492000
2017-07-05,-56283120000,-1914235000,18965818000
2017-07-06,67342010000,-87784755000,-21984334000
2017-07-07,-73288260000,42560733000,-7007464000
2017-07-10,37464238000,12970792000,-80690011000
2017-07-11,-12712840000,-7405448000,-20127893000
2017-07-12,84000408000,-103066220000,-20741863000
2017-07-13,23899667000,-67301913000,-2492529000
2017-07-14,-33939268000,-10978280000,3956313000
2017-07-17,-33441450000,-2464805000,-5255691000
2017-07-18,-46871379000,18912930000,-9633630000
2017-07-19,-60257886000,12050757000,10992927000
2017-07-20,-17357149000,1784175000,-21050855000
2017-07-21,-64247460000,7666073000,53569748000
2017-07-24,-102601461000,55950447000,44966054000
2017-07-25,-133219954000,42257871000,88602204000
2017-07-26,-138716953000,105597400000,31775538000
2017-07-27,-193089859000,93840288000,94051041000
2017-07-28,-314875504000,23305655000,250769525000
2017-07-31,-111947810000,87685214000,-3141426000
2017-08-01,5283331000,-69250083000,34918607000
2017-08-02,25762582000,-39486085000,-1100381000
2017-08-03,-86738720000,-34064972000,91833349000
2017-08-04,-14168164000,-17353808000,1661510000
2017-08-07,14617713000,-50171902000,5334914000
2017-08-08,-17574794000,-34519567000,19571239000
2017-08-09,-219700054000,123328524000,67793414000
2017-08-10,-232980188000,146642453000,57734290000
2017-08-11,-377695137000,263399918000,85596307000
2017-08-14,-273775841000,174083096000,84180461000
2017-08-16,-124180599000,102952510000,6831964000
2017-08-17,27875176000,-14711348000,-25628436000
2017-08-18,-21015958000,6629687000,-12369313000
2017-08-21,-28997825000,1908902000,-1849969000
2017-08-22,-47807173000,42473946000,-19747889000
2017-08-23,80889323000,-86021488000,-8542159000
2017-08-24,-41842907000,26511729000,-11654124000
2017-08-25,-45960924000,14609068000,6575333000
2017-08-28,-32406132000,80878000,6500481000
2017-08-29,-64794409000,-347962000,39232948000
2017-08-30,-45337173000,14769572000,2671336000
2017-08-31,9899361000,-35417175000,-2872932000
2017-09-01,55729675000,-61565992000,-21082017000
2017-09-04,3948567000,50511863000,-80389851000
2017-09-05,-60206619000,67751627000,-34209444000
2017-09-06,-110443048000,111938673000,-28989326000
2017-09-07,-14247668000,77676916000,-81453893000
2017-09-08,17427690000,30119765000,-61148106000
2017-09-11,-66992751000,114086802000,-60841611000
2017-09-12,-73314545000,32283134000,10167515000
2017-09-13,-7650312000,10858392000,-34424807000
2017-09-14,75830867000,-50191101000,-41621512000
2017-09-15,10717918000,23402899000,-61959396000
2017-09-18,161311129000,-30751629000,-145874462000
2017-09-19,-4725056000,-27454391000,1988927000
2017-09-20,-53343979000,19806912000,2626649000
2017-09-21,73911756000,-55983553000,-34340518000
2017-09-22,89971133000,-108863226000,-7473920000
2017-09-25,35393327000,-26933758000,-40446431000
2017-09-26,-215339037000,87781829000,87071321000
2017-09-27,-2750870000,-59674474000,18506070000
2017-09-28,-19830709000,-76159830000,52726646000
2017-09-29,-94242555000,-54148748000,98833628000
2017-10-10,253384896000,-167505594000,-127108588000
2017-10-11,180467408000,-117487825000,-97800628000
2017-10-12,36327635000,-55960890000,-20866327000
2017-10-13,-37620860000,6363886000,-15215317000
2017-10-16,-27183700000,-34468284000,15394752000
2017-10-17,93127059000,-97927926000,-43648295000
2017-10-18,24516569000,-65232638000,-9035957000
2017-10-19,-50528187000,-123991984000,123534666000
2017-10-20,67793892000,-106592040000,-6314032000
2017-10-23,83802663000,-171211452000,12358982000
