date,frgn_net,inst_net,indiv_net
2017-10-24,-28053202000,3608888000,23110126000
2017-10-25,52549539000,-83720434000,29660810000
2017-10-26,-13078496000,-106494734000,117569348000
2017-10-27,2406750000,-29019494000,24612346000
2017-10-30,118413283000,-97083379000,-21685638000
2017-10-31,139062532000,-28678895000,-110025857000
2017-11-01,61986398000,13549262000,-114265898000
2017-11-02,26313119000,-73249831000,8751624000
2017-11-03,-198808039000,84491692000,77958449000
2017-11-06,40075888000,-107182660000,33619379000
2017-11-07,17938059000,-57807339000,7296715000
2017-11-08,16298023000,-18169410000,-30955287000
2017-11-09,-53819404000,-38462481000,57309779000
2017-11-10,-33983144000,15016345000,-17855226000
2017-11-13,25953381000,-28295142000,-29331719000
2017-11-14,-115335724000,58240117000,21997827000
2017-11-15,-95921333000,58197284000,2781994000
2017-11-16,43441081000,-56484657000,136960000
2017-11-17,187454130000,-167459852000,-37305270000
2017-11-20,-27010528000,-122033114000,115052686000
2017-11-21,-48012203000,18907004000,13309150000
2017-11-22,-9993519000,38820532000,-39428509000
2017-11-23,-52668906000,-35886541000,51195078000
2017-11-24,-45233415000,24371713000,-11860052000
2017-11-27,-329938465000,-61328427000,353816837000
2017-11-28,-94744702000,37407878000,22825761000
2017-11-29,-142336362000,37872416000,70329422000
2017-11-30,-341871161000,71489270000,235496850000
2017-12-01,-143002755000,47249502000,68767996000
2017-12-04,-55976080000,-23376122000,48264927000
2017-12-05,-58433996000,6249107000,20486079000
2017-12-06,-192273870000,49885869000,108135131000
2017-12-07,-116511296000,141646292000,-37737663000
2017-12-08,75131646000,9314459000,-98543989000
2017-12-11,-115829400000,71965546000,10763116000
2017-12-12,42093533000,-23562233000,-48830827000
2017-12-13,-206766122000,123493898000,55790349000
2017-12-14,116772553000,-134464804000,-12962168000
2017-12-15,-136282486000,61465046000,41648286000
2017-12-18,-46249210000,76245364000,-56195068000
2017-12-19,-37490661000,137381018000,-114013278000
2017-12-20,-161556152000,144859752000,-14602080000
2017-12-21,-163993318000,85159630000,47614065000
2017-12-22,66926039000,99215204000,-175556583000
2017-12-26,1662673000,241001193000,-270267269000
2017-12-27,-73135341000,-95581798000,150753953000
2017-12-28,19847632000,11151971000,-45541890000
2018-01-02,-46571208000,-59801412000,66587603000
2018-01-03,118564889000,-123156838000,-12050080000
2018-01-04,68464355000,-101949136000,2454905000
2018-01-05,25017844000,14748253000,-55262640000
2018-01-08,23912090000,-46525536000,-21346810000
2018-01-09,-213406040000,19156506000,150913090000
2018-01-10,-259289438000,-82587286000,294186451000
2018-01-11,-206929151000,-63403250000,228737299000
2018-01-12,-424104846000,89918486000,286615045000
2018-01-15,25289041000,-13580173000,-38544671000
2018-01-16,80143982000,11305183000,-132623849000
2018-01-17,13757079000,-54031884000,186177000
2018-01-18,37186119000,27666317000,-102561814000
2018-01-19,-58358049000,-16840196000,28755188000
2018-01-22,-111973157000,-58378594000,125526006000
2018-01-23,10535412000,7960073000,-56131347000
2018-01-24,-51532222000,79197457000,-63620779000
2018-01-25,35104554000,55115720000,-126385775000
2018-01-26,57787776000,33593758000,-145312857000
2018-01-29,22067556000,45770459000,-68482788000
2018-01-30,-102462060000,-62407206000,163277531000
2018-01-31,-616736832000,-113099951000,702837508000
2018-02-01,-216356763000,-112236310000,321553135000
2018-02-02,-425402443000,-143470417000,562889562000
2018-02-05,-308741386000,10244822000,290702211000
2018-02-06,-75080756000,17067993000,51679638000
2018-02-07,-85610418000,-225735509000,307529936000
2018-02-08,81087119000,-154395285000,70902102000
2018-02-09,-76955814000,-59293688000,131545043000
2018-02-12,49425054000,-25798111000,-23213584000
2018-02-13,150484888000,15894287000,-170262477000
2018-02-14,130233563000,53705916000,-180904076000
2018-02-19,-54194262000,11855918000,38556728000
2018-02-20,-23238834000,-61630202000,83791287000
2018-02-21,-85945758000,1896470000,90392540000
2018-02-22,-15400956000,-79680755000,92124023000
2018-02-23,-39502019000,46943327000,-8226419000
2018-02-26,-60876027000,37379938000,22587114000
2018-02-27,-41198688000,45700299000,-6295419000
2018-02-28,57439171000,-56654196000,-2354700000
2018-03-02,-126943241000,-89443127000,213778005000
2018-03-05,-88179287000,-50451156000,134245724000
2018-03-06,31891355000,65392721000,-95959961000
2018-03-07,286608077000,12139535000,-296009727000
2018-03-08,68068001000,-9943648000,-59203694000
2018-03-09,80347363000,54947791000,-136513748000
2018-03-12,34764333000,-60572247000,22732135000
2018-03-13,372654391000,-25577794000,-340804459000
2018-03-14,28675030000,-28381949000,-579412000
2018-03-15,6781698000,-14818770000,6672677000
2018-03-16,30045699000,-78516458000,49886560000
2018-03-19,-39754910000,8874665000,30505526000
2018-03-20,-32004863000,35252857000,-5193321000
2018-03-21,-65459550000,53434583000,6062739000
2018-03-22,42508723000,39731002000,-80964915000
2018-03-23,-102832326000,-98021220000,189208417000
2018-03-26,-58967869000,8935719000,39141576000
2018-03-27,-12701126000,-56407237000,69160668000
2018-03-28,-100755382000,-91214948000,191369997000
2018-03-29,-62374326000,24545377000,35749479000
2018-03-30,-81078164000,43047351000,27496744000
2018-04-02,-92763688000,-34014927000,127042435000
2018-04-03,-104556685000,-50571560000,151474949000
2018-04-04,-130936387000,-120830701000,243366764000
2018-04-05,-14763420000,145523754000,-130713645000
2018-04-06,-112898992000,18617856000,92187674000
2018-04-09,-33950695920,83924081920,-52164300000
2018-04-10,-51790433088,3749941088,48041900000
2018-04-11,33262699000,-49794111000,19357113000
2018-04-12,77021134000,-97405355000,13860875000
2018-04-13,111376190349,-7671713349,-105447579000
2018-04-16,31918353620,36117622380,-69332342000
2018-04-17,-68085376000,9471562000,57410047000
2018-04-18,172726007000,27202471000,-200624990000
2018-04-19,203189801000,-34473276000,-177858413000
2018-04-20,-191431629000,67409771000,112559529000
2018-04-23,-99742411000,36225300000,51559649000
2018-04-24,-255771128000,-6977142000,240610251000
2018-04-25,-418702824000,28561475000,383910846000
2018-04-26,-13913411000,-55482429000,62695722000
2018-04-27,-117805220000,-197376182000,292775210000
2018-05-04,-52721756700,-591577541700,655448617100
2018-05-08,103084648800,-55407203100,-50801179600
2018-05-09,-109499115800,-61438287200,170194927500
2018-05-10,-32629400900,11920187400,22928345800
2018-05-11,28836330200,-25470106200,-2591043600
2018-05-14,-104641025850,-49566450100,155528400500
2018-05-15,-61038613900,-91879426900,149713526500
2018-05-16,77374444550,66386686250,-67749281000
2018-05-17,-116300126350,37187089350,77856174950
2018-05-18,-25861542850,5546479000,20896988750
2018-05-21,10937006796,17999389104,-35194714500
2018-05-23,42933908200,27600015000,-87101161600
2018-05-24,4742797276,-83308810076,31469071500
2018-05-25,216916274000,38831343300,-253923728700
2018-05-28,3040970200,16254064800,-20436790700
2018-05-29,-16755990000,-65931822800,77860273300
2018-05-30,-231001334950,-185111434600,413563247150
2018-05-31,1121196455850,-1145700536900,20301236300
2018-06-01,118524799802,-27400617852,-91215164550
2018-06-04,54675268700,-22418015400,-31433343600
2018-06-05,56545550900,-49068961000,-6645842100
2018-06-07,-41336712700,-46793413600,86147666700
2018-06-08,-89117092300,-281250920200,366795803600
2018-06-11,-79397760100,35266747350,43529147050
2018-06-12,-79267235600,-30019263150,108646807150
2018-06-14,-326197829400,47916807500,270149757050
2018-06-15,-241439644100,67970404300,173408356700
2018-06-18,-190649464150,128852237900,69120670550
2018-06-19,-32798745850,49756465600,-19002901350
2018-06-20,-63888426650,10717944150,49639325050
2018-06-21,-7062555300,-59497104200,62435300400
2018-06-22,-27644109500,-18395576000,42682742100
2018-06-25,-50389293250,-2082697250,51366842950
2018-06-26,-64647021250,95319408900,-30598723700
2018-06-27,96622917350,-23492794350,-72850587000
2018-06-28,-146309938150,35816884200,109561361950
2018-06-29,17856172950,-63916431350,40512944100
2018-07-02,-56599843650,-17633775250,69781656800
2018-07-03,38906265950,-2088012750,-32649359000
2018-07-04,12854115300,-4668919850,-7630296750
2018-07-05,-59031398100,24942231400,33770948700
2018-07-06,-217490910450,-11529911350,222208978350
2018-07-09,-18972985050,59282658000,-35104586250
2018-07-10,44992936600,-26232671950,-16570170450
2018-07-11,29740743750,-49237277750,21722761600
2018-07-12,-12419158900,-20577539300,35020923100
2018-07-13,14468493550,23011883200,-29068357250
2018-07-16,-36531376400,-28656707100,63596059350
2018-07-17,-47063111150,21476521200,20255495650
2018-07-18,88162161200,-29608533000,-58948592400
2018-07-19,32912934800,38614503450,-71611881100
2018-07-20,57776150700,50058951150,-104919630700
2018-07-23,-46308787200,63953601850,-13450323550
2018-07-24,-40557768000,56742046400,-15174812200
2018-07-25,-54431738450,70485032950,-13299743900
2018-07-26,47664004500,14012879050,-59880445500
2018-07-27,-17098946800,26558006350,-11224642050
2018-07-30,7680059550,-45543415850,37071265650
2018-07-31,-52063426350,18212487400,32152838700
2018-08-01,43756464150,-25625518900,-16517649850
2018-08-02,-14910793100,-94886523700,108177671550
2018-08-03,557989000,-43539409350,43604237250
2018-08-06,76892871800,-35906475000,-42656195700
2018-08-07,103512178050,-48380300250,-57090338600
2018-08-08,58076537200,-42573903000,-14335444150
2018-08-09,-98081283600,107668596550,-8526315650
2018-08-10,-65683633950,-190433033100,253900757850
2018-08-13,-26973434750,16643541900,9582122150
2018-08-14,8230384600,11946553700,-17145131400
2018-08-16,-80067612900,7894701000,71316672250
2018-08-17,19366331850,-66744034400,49236568550
2018-08-20,-54695661400,9402508850,47366470850
2018-08-21,-7815461850,29207342650,-22022350500
2018-08-22,162865039150,-68425063400,-95170107950
2018-08-23,35859826900,-22210858600,-13228751150
2018-08-24,34854206700,-17138400850,-19047617850
2018-08-27,42565559450,-19916005350,-24532747300
2018-08-28,48838677050,-14158837000,-30296752750
2018-08-29,65805913350,-11215706950,-52758232100
2018-08-30,234181832900,-70867857850,-159216005300
2018-08-31,157083170150,-11985324000,-143267775900
2018-09-03,-83010995400,28044300750,55546557350
2018-09-04,22482293200,-23384657050,214416950
2018-09-05,68218850,-56000347700,55560472850
2018-09-06,-60830840850,11916378550,47204609250
2018-09-07,-351718130500,84546377100,265904238750
2018-09-10,78286212300,-66334754850,-11014713500
2018-09-11,-12302266150,-8545349300,19137042550
2018-09-12,-157900468750,57139426150,100298349950
2018-09-13,-305874280500,126986463750,179012828000
2018-09-14,121456755450,26198748450,-146331866900
2018-09-17,30024690450,-86069755950,54128743100
2018-09-18,47770544350,-6754600250,-41023313150
2018-09-19,101621521250,-17531773900,-83945570500
2018-09-20,235156536500,-14528579850,-218873528900
2018-09-21,36082648750,710478900,-35284252400
2018-09-27,94617137300,-59498694050,-34009710800
2018-09-28,-70907912100,43159521650,28822356850
2018-10-01,18897017400,-37372798150,17184360450
2018-10-02,-6289379650,-20791613100,26719312800
2018-10-04,-195456886300,60132115350,135997087100
2018-10-05,-108105927450,18725834900,90571499900
2018-10-08,-4129181700,11588298200,-7402273050
2018-10-10,16500466050,36551300300,-51653333850
2018-10-11,-270723956600,93756097100,175428539650
2018-10-12,60907941850,-26107059600,-39537969450
2018-10-15,25241562850,-63752295700,38115711600
2018-10-16,5345067000,-30388849650,24772966050
2018-10-17,22508684750,3445080900,-25321898700
2018-10-18,68935753600,-60112673550,-9478097350
2018-10-19,-55991861950,25360720250,30241842850
2018-10-22,-27176883700,10960239650,17349993850
2018-10-23,-55831547750,-6918995500,57943174600
2018-10-24,-145308723700,170881951150,-24505670400
2018-10-25,-271115067200,215279266750,55235446900
2018-10-26,-73655142100,61960512850,11347440600
2018-10-29,-75074343550,180344535600,-103810741300
2018-10-30,-56606108000,113846672450,-57699326700
2018-10-31,33583441350,-105037048650,70857216000
2018-11-01,63052401600,-87366948600,24187834500
2018-11-02,145228423550,-42318494250,-102493062450
2018-11-05,77555911100,-86707691800,9037894350
2018-11-06,15442853450,-19180085000,3801253950
2018-11-07,25687267600,58583514450,-82216927600
2018-11-08,57085685050,-32046069200,-24896123450
2018-11-09,39689768100,-30755290700,-9254669650
2018-11-12,83404135600,47546265500,-127770497100
2018-11-13,-83137966700,61982100050,21353816150
2018-11-14,-23214900700,17321486550,3630837650
2018-11-15,-20261199900,27894696550,-6531520500
2018-11-16,6371546250,-20636969800,13905991600
2018-11-19,-17743708300,16979228350,9163142050
2018-11-20,-73427119600,48679396950,27872296850
2018-11-21,-126447745550,72831504850,64683229200
2018-11-22,956290050,28408043600,-22448446200
2018-11-23,16297624300,-23462720600,10917302750
2018-11-26,-73983701100,92895875000,-17734750950
2018-11-27,51655819700,-37891560700,-13445767150
2018-11-28,-16416669950,30797362650,-14372616050
2018-11-29,7032626300,-329878450,-7552162750
2018-11-30,-72326112750,-78583505650,149841414650
2018-12-03,144950351250,-44163715150,-99938834600
2018-12-04,-94928902500,-74936117500,167575095350
2018-12-05,-191244252500,73264176750,116969674850
2018-12-06,-212297547700,31660855250,181373916750
2018-12-07,10232566100,-15772950600,5812011700
2018-12-10,-113360387000,37710463300,73153412100
2018-12-11,15167655900,-24418276750,8588031600
2018-12-12,-57009312200,25389859350,34612519000
2018-12-13,44519412350,-132274704700,87620023450
2018-12-14,-6540395300,-88521800500,93081166800
2018-12-17,27044603700,54836491600,-60711601900
2018-12-18,-51972713000,70584999050,-20128750450
2018-12-19,-20807916100,38565892100,-12525092250
2018-12-20,-22866769600,11894673000,12453084800
2018-12-21,-96587069800,114993973200,6416021600
2018-12-24,56610478100,42282102550,-97899753550
2018-12-26,35454920250,44826351200,-72970030600
2018-12-27,64035449250,-144990267150,77696516650
2018-12-28,108024178700,-63820975000,-41537974350
2019-01-02,49974911900,-21202169650,-27920967150
2019-01-03,9790670700,-70201495350,61513822150
2019-01-04,-56379046500,33233455800,20023391050
2019-01-07,66372420800,-10692786600,-55408485400
2019-01-08,-48549024550,51887332200,-5187798250
2019-01-09,116048613400,591754500,-117302211350
2019-01-10,145570802400,-101746681450,-42148438600
2019-01-11,95693829850,-25121724550,-96357059450
2019-01-14,62724988150,-81559474450,13458547100
2019-01-15,55141486350,29812307000,-84357544350
2019-01-16,57335541650,-19569744200,-37302731100
2019-01-17,130298541850,-34656211650,-93575649900
2019-01-18,60334190450,1621167250,-60224339000
2019-01-21,71714646700,3264849200,-73414509150
2019-01-22,15417859300,1816965850,-16590045500
2019-01-23,-89605658050,99586696250,-8939239450
2019-01-24,208683437650,-98283476300,-109832495800
2019-01-25,390466930150,-86917061900,-287038372600
2019-01-28,345509711350,-194885530050,-138854692250
2019-01-29,182602610650,-91189770500,-81778172900
2019-01-30,192949979800,-26787076150,-162539390850
2019-01-31,262810861600,-158818265750,-101810129850
2019-02-01,137972503350,-54716936700,-81092426350
2019-02-07,65343355000,-58409346100,-4991554800
2019-02-08,-60650560500,30462003200,34489301150
2019-02-11,21039818950,-2352659950,-18272015900
2019-02-12,86741837050,-15828326700,-71629170650
2019-02-13,8642584150,27304316350,-36454613350
2019-02-14,140990454100,48239596450,-196693184200
2019-02-15,-59720414100,-38962107350,93159870200
2019-02-18,-23495791400,23438708950,390811300
2019-02-19,-28259049350,19360183400,8991586950
2019-02-20,144975768150,-29198147050,-114828274450
2019-02-21,82494074950,-71246620300,-14247588850
2019-02-22,31302854600,1662207350,-37726294200
2019-02-25,66124274150,-2369518650,-62257613250
2019-02-26,27796370300,-57370715100,29653423300
2019-02-27,4727598800,-634552400,-8955053050
2019-02-28,-88600817350,4713908000,84360416500
2019-03-04,-93555580100,45789756350,41831525900
2019-03-05,-49198394250,6313489100,42652254550
2019-03-06,20274641800,-33599987650,-437151100
2019-03-07,1267922050,5043447350,-6081181950
2019-03-08,-31557926050,9091675850,25182960950
2019-03-11,-60989971100,46147969150,13217957600
2019-03-12,54891066450,70315901650,-76841637250
2019-03-13,-8105619850,-41750181150,50383436150
2019-03-14,-63099937450,6485778900,56159069900
2019-03-15,-153305241100,165729066500,-12817960100
2019-03-18,-125887466400,59499509000,63321171350
2019-03-19,22874937850,-27259716250,5138015400
2019-03-20,-46595248200,29709393700,18388756800
2019-03-21,194447046850,40056309300,-234477712700
2019-03-22,114235386700,-62608434150,-61568696100
2019-03-25,12147075100,-46664271350,9418045900
2019-03-26,51864068800,-60334772300,6359397650
2019-03-27,-23485740800,46449097300,-21354355800
2019-03-28,47378336050,-38681589150,-7984109900
2019-03-29,-44180552900,14273538350,28426365150
2019-04-01,9708332200,17299663250,-25598769000
2019-04-02,140512794100,-59480846250,-55845711550
2019-04-03,73738755600,58549081050,-127607374850
2019-04-04,105356296900,57911246950,-162354364100
2019-04-05,43682673400,28393828350,-71277471600
2019-04-08,73716737300,-51466102050,-22025791250
2019-04-09,58324986750,-33977336950,-24070632000
2019-04-10,-34048452800,51012785600,-16500095950
2019-04-11,81979005600,-104172546650,21587808750
2019-04-12,91032340700,-54181080950,-35631668600
2019-04-15,84590543700,-26222011450,-59436218800
2019-04-16,75631937250,-47590436500,-29444510450
2019-04-17,4916189850,439234600,-4591404650
2019-04-18,-122168745800,8740817150,101137625500
2019-04-19,-109998277550,13046725550,89697367800
2019-04-22,33014074250,-33358722800,4243151050
2019-04-23,-8538621200,-24045882800,33473973250
2019-04-24,-11746494050,-105420932850,116952963900
2019-04-25,-56923044750,15721285800,41877868750
2019-04-26,20843628350,-32824301650,11561438450
2019-04-29,50494876400,31345611950,-82332268000
2019-04-30,29574642600,-13673586700,-17738808400
2019-05-02,-21037646950,9824665050,8044882150
2019-05-03,32466044800,-78922195500,41272648850
2019-05-07,68335156850,-116848622550,56674103600
2019-05-08,-23369635550,-59279171750,84186875100
2019-05-09,-93133653900,-152254471600,231737343800
2019-05-10,-83269633150,8648264950,70682710550
2019-05-13,30434035050,-46237810350,18189770850
2019-05-14,-96595190000,66531452650,25034880400
2019-05-15,-22572210350,-26101383100,38642679450
2019-05-16,-146178840600,688498450,133221324700
2019-05-17,-28347474400,-32931032200,59741677550
2019-05-20,69786295200,-9667424550,-39063330950
2019-05-21,82544821200,-47333141050,-42165728950
2019-05-22,76844179000,-64836946250,-14489091550
2019-05-23,142521812650,-79404338050,-62265588900
2019-05-24,-172275454800,102675646100,69040519800
2019-05-27,-56716497850,40015461700,17076071550
2019-05-28,-194463063350,164696957300,26515499550
2019-05-29,-84816022100,36033129900,64179091150
2019-05-30,68877708050,-33427891700,-33818628550
2019-05-31,18902466800,-26352613100,9323976400
2019-06-03,141563090350,-49544822950,-87934352900
2019-06-04,-99142083850,74484161050,23180521000
2019-06-05,-25716151500,70832665700,-40681376800
2019-06-07,27893595850,27659992950,-55296502450
2019-06-10,56497126300,49828040700,-97033862400
2019-06-11,31529554550,18794074900,-49369761300
2019-06-12,-5240363300,16146409050,-9932480900
2019-06-13,-10340146200,-20258556850,37359714850
2019-06-14,23589740350,-8903000700,-14249902200
2019-06-17,-41974378800,38618611700,1386353550
2019-06-18,27313508100,1658899700,-31735445550
2019-06-19,110961201300,20675902850,-124148084950
2019-06-20,8571761950,30217974200,-40536617200
2019-06-21,38983913250,-12410330350,-26333793400
2019-06-24,-33238669700,47905180050,-13959734250
2019-06-25,17095962800,11916254050,-29774552300
2019-06-26,21779885250,20093100500,-42205954200
2019-06-27,180001718650,12630779950,-190869148200
2019-06-28,291733198350,-90806019050,-195625558800
2019-07-01,82493887950,-3517702750,-71781797250
2019-07-02,42608515500,6900551750,-50059852700
2019-07-03,6502989250,8243848800,-13633674100
2019-07-04,62757839850,-24620325700,-37179621850
2019-07-05,25703031350,-10420326050,-13823359100
2019-07-08,28681326850,-7440806250,-22227298850
2019-07-09,72017448050,-18465608800,-50898870150
2019-07-10,84217047550,-16355014600,-50219764500
2019-07-11,182202191950,-86016323400,-100281160600
2019-07-12,46380373100,-17936110950,-28447203500
2019-07-15,44651790650,-7326942050,-37265261050
2019-07-16,119448345150,-19403776650,-98863754150
2019-07-17,6277930850,2077423900,-7961256700
2019-07-18,48651272700,-52622710600,5131596000
2019-07-19,40820364750,81485980350,-119931334850
2019-07-22,186954808400,-74805253800,-111184956650
2019-07-23,81418745700,32525282950,-111288854100
2019-07-24,34815021900,-49570539700,17250424600
2019-07-25,146949242550,-65083683750,-80594688050
2019-07-26,51539762300,-24192323750,-27110745250
2019-07-29,-61466537750,74617425700,-9800025050
2019-07-30,67816086350,-45681384000,-21652167050
2019-07-31,-64242703550,38030412100,27542988600
2019-08-01,-41596610050,29558129800,13196128800
2019-08-02,-96320459700,84966830050,11665537550
2019-08-05,-199050659350,205750549750,-6690622600
2019-08-06,-253037902150,287937809400,-32165757550
2019-08-07,-77045361000,25565952400,50900472100
2019-08-08,-92184092450,-38120388850,129522897600
2019-08-09,-28736753000,-45746364550,74099234800
2019-08-12,-6200355800,-35594003150,41864789050
2019-08-13,-113944030800,63421272050,50654527400
2019-08-14,16554968450,-11196502600,-9595423200
2019-08-16,-11064632800,23396142700,-15436432900
2019-08-19,-79436520250,58368897800,21152909900
2019-08-20,48215726450,-17053311000,-29102093600
2019-08-21,-23767308200,30687200750,-6942680950
2019-08-22,3813436250,-23197510700,18969840400
2019-08-23,-8857601000,20824943350,-12526901150
2019-08-26,-41023408500,30680397050,13870933600
2019-08-27,-42049094850,104778214150,-62924280200
2019-08-28,10443461350,13638048100,-24019138450
2019-08-29,-86038989950,30793727000,53609464700
2019-08-30,-72619876300,119909237650,-49386756250
2019-09-02,-69777983150,34596064100,32127713400
2019-09-03,-153977488800,51372171850,100580094700
2019-09-04,-164800282400,168772930550,-5033247400
2019-09-05,120766103500,80213706750,-197995422850
2019-09-06,94112083100,-3185803050,-88189203300
2019-09-09,102672195050,-9022253800,-90732848650
2019-09-10,63452175000,20309781500,-82737900200
2019-09-11,11177806550,83815869550,-90968573050
2019-09-16,-20802780750,29516015650,-29096426800
2019-09-17,-5886475200,-4671747400,-9442329000
2019-09-18,115654137550,2619066200,-118147697050
2019-09-19,240970209850,-54224085300,-166002453750
2019-09-20,17821687950,88297943550,-105284561800
2019-09-23,2371793250,26527642700,-29399639150
2019-09-24,-53973494900,107123410600,-62662902400
2019-09-25,-67163244400,73542589450,-20178286500
2019-09-26,-5812242400,4225371800,848057400
2019-09-27,35191872400,-53825902250,19863029000
2019-09-30,26296749850,-5888365050,-19981061200
2019-10-01,-90841041050,69939087500,21387558550
2019-10-02,30712310400,-88242538000,56546228000
2019-10-04,-11366749200,27277592700,-15730566550
2019-10-07,-37407170400,22261230400,15336059450
2019-10-08,-9517949800,90558914600,-54711528400
2019-10-10,39686771550,-26510495400,-8479950650
2019-10-11,84362596900,23503844800,-89854207300
2019-10-14,83058899900,83966271100,-165649198700
2019-10-15,15239233600,23642854400,-38839849500
2019-10-16,46902884300,39688069200,-87038052300
2019-10-17,-7011591300,25607410700,-17924775500
2019-10-18,73542151950,-92904626400,15669107450
2019-10-21,-3413952150,22569758950,-19205907300
2019-10-22,102639344100,111088221600,-212498655900
2019-10-23,63986920200,-58593461900,-5820062600
2019-10-24,-65902062100,45276417400,17869508800
2019-10-25,-31697001800,40617557300,-9553248200
2019-10-28,27558960300,43665367200,-70222823300
2019-10-29,-48220830300,37522763800,5486867100
2019-10-30,11860359200,-50562642400,27397259700
2019-10-31,21068870200,32143402100,-54802381500
2019-11-01,76843393600,-48879203500,-24255540600
2019-11-04,71312015800,99401897700,-151425930100
2019-11-05,124651318300,-45838380300,-73646530000
2019-11-06,224057021100,-118331014500,-105056698100
2019-11-07,-30564812600,11341519300,15877134500
2019-11-08,-79333617300,15400528200,60864306000
2019-11-11,-23857367700,-7651506800,28067972000
2019-11-12,4425794200,16130895500,-20429485900
2019-11-13,40416031400,-59636395400,19052010700
2019-11-14,-71400296500,79616345200,-8602816700
2019-11-15,-7433982900,230541707200,-208387515300
2019-11-18,-62746774500,37277228200,20596054400
2019-11-19,4751338300,-25461083400,21136902300
2019-11-20,-157022322800,11259000700,128330005700
2019-11-21,-178659771500,110534432400,50723784800
2019-11-22,-96788180200,104692715300,-8258775900
2019-11-25,-136195081800,127008094400,9073231500
2019-11-26,-390207335300,363465910900,24414590500
2019-11-27,-29608983800,42065688100,-12751707600
2019-11-28,-83588798700,27409240100,54931856700
2019-11-29,-141875121400,-14599352900,145491038100
2019-12-02,-142911609000,121874117500,21892266200
2019-12-03,-170838985700,85325193400,84001185500
2019-12-04,-85900105900,7353418400,74002381850
2019-12-05,-19549569900,-20791614050,38536329800
2019-12-06,-28908571200,65039120000,-38557169700
2019-12-09,38586049400,5725547200,-43188736000
2019-12-10,5674222500,42412844600,-48726443800
2019-12-11,24039290100,40285905300,-63860486500
2019-12-12,294763443900,72930012100,-356010735600
2019-12-13,283945036500,134032419500,-385559320000
2019-12-16,-3591318700,128474191900,-119798513600
2019-12-17,343986615700,-17407667900,-304289759100
2019-12-18,106562587200,-94394220800,-7190615100
2019-12-19,82696909400,-60241696000,-27362633800
2019-12-20,25151563200,-7825517500,-20707142300
2019-12-23,-12786635000,58023293500,-45186958300
2019-12-24,-55783589700,76563513000,-16434784400
2019-12-26,-57558003100,162463685500,-113415341100
2019-12-27,-67230499000,34220698600,29597206200
2019-12-30,-176413645500,104239313000,70813260600
2020-01-02,-29293793400,-130413548200,152706355800
2020-01-03,61978391100,-123332624300,66485169500
2020-01-06,43009120100,-66328642600,23109555500
2020-01-07,-1833294600,2971900200,-722044800
2020-01-08,242001549100,4221083100,-234778050700
2020-01-09,215253556100,-135036047800,-72444657000
2020-01-10,96631373900,-174669517900,78806133200
2020-01-13,85137738600,-90332291400,4660429500
2020-01-14,20779999100,-100968188500,60502578500
2020-01-15,-175990493800,14294345200,157764229800
2020-01-16,68262776000,-40086638000,-28747679600
2020-01-17,61688220900,-78014108900,9651719800
2020-01-20,-13553071800,14078030900,-5444649500
2020-01-21,-55104276800,-77216954200,123546708600
2020-01-22,8024136500,101176633900,-107262909900
2020-01-23,-136021655600,-116499881400,246506012100
2020-01-28,-312103490400,62285509700,243397529700
2020-01-29,28303027200,-150453533300,116826924900
2020-01-30,-210554453300,-130225828400,315710821500
2020-01-31,-216034892500,94522474500,126644208900
2020-02-03,-91108998500,60327419600,30993447500
2020-02-04,211516465600,-220774521800,4616850400
2020-02-05,242196817000,-265739342100,20990196800
2020-02-06,46997776600,149952938000,-202823772700
2020-02-07,34113705900,-147373381600,106887363400
2020-02-10,-100102126300,-15549823600,111736493000
2020-02-11,-99782725700,113615848300,-14165154000
2020-02-12,-59870274800,91618159200,-30283601800
2020-02-13,258218424200,-116566799100,-123541214800
2020-02-14,121515462500,43519765000,-161350177400
2020-02-17,-72662442600,28989320500,44731294700
2020-02-18,-229788576800,-148450156400,377334783500
2020-02-19,-113828375700,41727785800,69324364300
2020-02-20,-11694219900,-22900030100,30248194400
2020-02-21,47200162800,-141723327300,97027630800
2020-02-24,-485705363500,150174130600,388623673400
2020-02-25,-276782466300,78332234300,194351189400
2020-02-26,-396942226700,28129831400,360506704800
2020-02-27,-165778175000,-6227399900,167524156800
2020-02-28,-282309687500,154250414800,127845676600
2020-03-02,-383898254000,121011164400,257610652200
2020-03-03,-138436554200,-95822069200,229479704700
2020-03-04,173752304900,-59080781300,-117544669800
2020-03-05,-126235547600,-48739164000,172732826800
2020-03-06,-155722596900,-56166890100,206402083200
2020-03-09,-538598139300,-8358349500,532203767900
2020-03-10,-350892199400,210882138400,118356435100
2020-03-11,-546547492300,-151404700100,675859820600
2020-03-12,-460288353600,178280384350,273031295350
2020-03-13,-572116530900,197036462050,358019995500
2020-03-16,-217829990650,-164033984400,362170919400
2020-03-17,-546124865100,119323104100,415265759850
2020-03-18,-55805770450,-266246116250,303747864600
2020-03-19,-256214527950,74618319700,178811622200
2020-03-20,-230669391050,76646485350,144566273850
2020-03-23,-347251053250,-139418441650,470841221350
2020-03-24,130917490500,149442931650,-280712059650
2020-03-25,-131755226250,-83694225450,242776857800
2020-03-26,27607307450,-180121527550,149097493750
2020-03-27,-149265321300,46985266750,71938888150
2020-03-30,-48301105000,11012750,47202943250
2020-03-31,-9773652850,-143607379700,146849887850
